dataset,classifier,splitter,train_size,train_time,eval_size,eval_time,classifier_size,accuracy,class,class_size,precision,recall
annealing,knn,ratiorange,295,0.02004,503,0.3804,499712,0.9503,5,35,1.0,1.0
annealing,knn,ratiorange,303,0.02042,495,0.38228,516096,0.95354,1,3,0.75,1.0
annealing,knn,ratiorange,303,0.02042,495,0.38228,516096,0.95354,3,379,0.961139896373057,0.978891820580475
annealing,knn,ratiorange,303,0.02042,495,0.38228,516096,0.95354,2,57,0.9259259259259259,0.8771929824561403
annealing,knn,ratiorange,303,0.02042,495,0.38228,516096,0.95354,U,22,0.8235294117647058,0.6363636363636364
annealing,knn,ratiorange,303,0.02042,495,0.38228,516096,0.95354,4,0,,
annealing,knn,ratiorange,303,0.02042,495,0.38228,516096,0.95354,5,34,1.0,1.0
annealing,knn,ratiorange,311,0.02235,487,0.38195,528384,0.95688,1,3,1.0,0.6666666666666666
annealing,knn,ratiorange,311,0.02235,487,0.38195,528384,0.95688,3,373,0.9536082474226805,0.9919571045576407
annealing,knn,ratiorange,311,0.02235,487,0.38195,528384,0.95688,2,55,0.9583333333333334,0.8363636363636363
annealing,knn,ratiorange,311,0.02235,487,0.38195,528384,0.95688,U,22,0.9333333333333333,0.6363636363636364
annealing,knn,ratiorange,311,0.02235,487,0.38195,528384,0.95688,4,0,,
annealing,knn,ratiorange,311,0.02235,487,0.38195,528384,0.95688,5,34,1.0,1.0
annealing,knn,ratiorange,319,0.02209,479,0.37306,540672,0.95198,1,3,1.0,0.6666666666666666
annealing,knn,ratiorange,319,0.02209,479,0.37306,540672,0.95198,3,366,0.9477806788511749,0.9918032786885246
annealing,knn,ratiorange,319,0.02209,479,0.37306,540672,0.95198,2,54,0.9565217391304348,0.8148148148148148
annealing,knn,ratiorange,319,0.02209,479,0.37306,540672,0.95198,U,22,0.9333333333333333,0.6363636363636364
annealing,knn,ratiorange,319,0.02209,479,0.37306,540672,0.95198,4,0,,
annealing,knn,ratiorange,319,0.02209,479,0.37306,540672,0.95198,5,34,1.0,0.9705882352941176
annealing,knn,ratiorange,327,0.02288,471,0.36605,557056,0.95329,1,3,1.0,1.0
annealing,knn,ratiorange,327,0.02288,471,0.36605,557056,0.95329,3,359,0.9493333333333334,0.9916434540389972
annealing,knn,ratiorange,327,0.02288,471,0.36605,557056,0.95329,2,54,0.9777777777777777,0.8148148148148148
annealing,knn,ratiorange,327,0.02288,471,0.36605,557056,0.95329,U,22,0.8666666666666667,0.5909090909090909
annealing,knn,ratiorange,327,0.02288,471,0.36605,557056,0.95329,4,0,,
annealing,knn,ratiorange,327,0.02288,471,0.36605,557056,0.95329,5,33,1.0,1.0
annealing,knn,ratiorange,335,0.0237,463,0.42122,569344,0.96328,1,3,1.0,0.6666666666666666
annealing,knn,ratiorange,335,0.0237,463,0.42122,569344,0.96328,3,352,0.958904109589041,0.9943181818181818
annealing,knn,ratiorange,335,0.0237,463,0.42122,569344,0.96328,2,54,0.9777777777777777,0.8148148148148148
annealing,knn,ratiorange,335,0.0237,463,0.42122,569344,0.96328,U,21,0.9444444444444444,0.8095238095238095
annealing,knn,ratiorange,335,0.0237,463,0.42122,569344,0.96328,4,0,,
annealing,knn,ratiorange,335,0.0237,463,0.42122,569344,0.96328,5,33,1.0,1.0
annealing,knn,ratiorange,343,0.02377,455,0.36353,581632,0.96703,1,2,1.0,1.0
annealing,knn,ratiorange,343,0.02377,455,0.36353,581632,0.96703,3,347,0.9611111111111111,0.9971181556195965
annealing,knn,ratiorange,343,0.02377,455,0.36353,581632,0.96703,2,54,0.9777777777777777,0.8148148148148148
annealing,knn,ratiorange,343,0.02377,455,0.36353,581632,0.96703,U,20,1.0,0.8
annealing,knn,ratiorange,343,0.02377,455,0.36353,581632,0.96703,4,0,,
annealing,knn,ratiorange,343,0.02377,455,0.36353,581632,0.96703,5,32,1.0,1.0
annealing,knn,ratiorange,351,0.02377,447,0.3492,593920,0.95526,1,2,1.0,1.0
annealing,knn,ratiorange,351,0.02377,447,0.3492,593920,0.95526,3,339,0.9570200573065902,0.9852507374631269
annealing,knn,ratiorange,351,0.02377,447,0.3492,593920,0.95526,2,54,0.9772727272727273,0.7962962962962963
