dataset,classifier,splitter,train_size,train_time,eval_size,eval_time,classifier_size,accuracy,class,class_size,precision,recall
annealing,bayes,ratiorange,231,0.00764,567,0.17602,24576,0.91358,2,66,0.9117647058823529,0.9393939393939394
annealing,bayes,ratiorange,231,0.00764,567,0.17602,24576,0.91358,U,24,0.4,1.0
annealing,bayes,ratiorange,231,0.00764,567,0.17602,24576,0.91358,4,0,,
annealing,bayes,ratiorange,231,0.00764,567,0.17602,24576,0.91358,5,41,1.0,1.0
annealing,bayes,ratiorange,239,0.00789,559,0.17433,24576,0.91592,1,5,0.8,0.8
annealing,bayes,ratiorange,239,0.00789,559,0.17433,24576,0.91592,3,425,0.9871134020618557,0.9011764705882352
annealing,bayes,ratiorange,239,0.00789,559,0.17433,24576,0.91592,2,66,0.9117647058823529,0.9393939393939394
annealing,bayes,ratiorange,239,0.00789,559,0.17433,24576,0.91592,U,24,0.4067796610169492,1.0
annealing,bayes,ratiorange,239,0.00789,559,0.17433,24576,0.91592,4,0,,
annealing,bayes,ratiorange,239,0.00789,559,0.17433,24576,0.91592,5,39,1.0,1.0
annealing,bayes,ratiorange,247,0.00809,551,0.17141,24576,0.92015,1,5,0.8,0.8
annealing,bayes,ratiorange,247,0.00809,551,0.17141,24576,0.92015,3,418,0.9844559585492227,0.9090909090909091
annealing,bayes,ratiorange,247,0.00809,551,0.17141,24576,0.92015,2,65,0.9523809523809523,0.9230769230769231
annealing,bayes,ratiorange,247,0.00809,551,0.17141,24576,0.92015,U,24,0.41379310344827586,1.0
annealing,bayes,ratiorange,247,0.00809,551,0.17141,24576,0.92015,4,0,,
annealing,bayes,ratiorange,247,0.00809,551,0.17141,24576,0.92015,5,39,1.0,1.0
annealing,bayes,ratiorange,255,0.00828,543,0.16628,24576,0.92265,1,5,0.8,0.8
annealing,bayes,ratiorange,255,0.00828,543,0.16628,24576,0.92265,3,410,0.9867724867724867,0.9097560975609756
annealing,bayes,ratiorange,255,0.00828,543,0.16628,24576,0.92265,2,65,0.953125,0.9384615384615385
